action,simp,x,y
Place BNC,Place,0.53660637,-0.15395031
Place BNC,Place,0.58542481,0.07610641
Place BNC,Place,0.6477694,-0.27955324
Place BNC,Place,0.49749182,-0.02747522
Place BNC,Place,0.56652961,-0.34422545
Place BNC,Place,0.52872364,-0.06928198
Place BNC,Place,0.594671,-0.16575278
Place BNC,Place,0.53477821,-0.11692997
Place BNC,Place,0.54147572,-0.14263153
Place BNC,Place,0.39733404,-0.4620719
Place BNC,Place,0.50300355,-0.31458402
Place BNC,Place,0.53803303,0.4120712
Place BNC,Place,0.53288747,0.53105601
Place BNC,Place,0.38165582,0.35347003
Place BNC,Place,0.51780836,-0.52974261
Place BNC,Place,0.52926497,0.3999176
Place BNC,Place,0.66461064,-0.01082299
Place BNC,Place,0.60164421,0.06064683
Place BNC,Place,0.56567367,-0.29530514
Place BNC,Place,0.47697436,0.18999269
Place BNC,Place,0.50989348,0.34969896
Place BNC,Place,0.63459651,-0.28970339
Place BNC,Place,0.56995786,0.37287266
Place BNC,Place,0.62313025,0.18517995
Place BNC,Place,0.49869424,-0.47237298
Place BNC,Place,0.58653854,-0.14851212
Place BNC,Place,0.5308261,-0.35517048
Place BNC,Place,0.60030043,0.25261031
Place BNC,Place,0.65970715,0.00158056
Place bolt 4,Place,0.67407077,-0.2712017
Place bolt 4,Place,0.63640136,-0.39480983
Place bolt 4,Place,0.46591207,0.38827713
Place bolt 4,Place,0.47194985,-0.00382759
Place bolt 4,Place,0.49338631,0.21149122
Place bolt 4,Place,0.61127232,0.18290363
Place bolt 4,Place,0.68144872,0.10351757
Place bolt 4,Place,0.60288566,-0.30026136
Place bolt 4,Place,0.45467631,-0.06991849
Place bolt 4,Place,0.41097407,-0.11659689
Place bolt 4,Place,0.67630647,-0.07740814
Place bolt 4,Place,0.72572579,-0.21289817
Place bolt 4,Place,0.40544188,-0.43079604
Place bolt 4,Place,0.57371639,-0.33438772
Place bolt 4,Place,0.69498817,-0.21832608
Place bolt 4,Place,0.48146208,-0.46471252
Place bolt 4,Place,0.73565791,-0.36291759
Place bolt 4,Place,0.52623701,0.35501035
Place bolt 4,Place,0.67187948,-0.06625494
Place bolt 4,Place,0.33495604,0.38148374
Place bolt 4,Place,0.4748952,0.35381245
Place bolt 4,Place,0.65339476,-0.15829035
Place bolt 4,Place,0.40613604,-0.06621109
Place bolt 4,Place,0.56122857,-0.00876464
Place bolt 4,Place,0.64390622,-0.35256549
Place bolt 4,Place,0.68531049,0.32518966
Place bolt 4,Place,0.70338272,0.27050955
Place bolt 4,Place,0.62601261,-0.39980295
Place bolt 4,Place,0.58619314,0.22811114
Place bolt 4,Place,0.59407908,-0.51762965
Place bolt 4,Place,0.7203207,-0.05473863
Place bolt 4,Place,0.70108087,-0.13181474
Place bolt 4,Place,0.72192017,-0.15331399
Place bolt 4,Place,0.50582155,0.18984359
Place bolt 4,Place,0.74931601,0.27515627
Place bolt 4,Place,0.710939,0.22374882
Place bolt 4,Place,0.50529261,0.06442557
Place bolt 4,Place,0.54949992,-0.02695546
Place bolt 4,Place,0.70598874,-0.02982469
Place bolt 4,Place,0.62425664,-0.22165296
Place bolt 4,Place,0.4556216,-0.20066762
Place bolt 4,Place,0.4444597,-0.12440143
Place bolt 4,Place,0.69969034,0.00056901
Place bolt 4,Place,0.47825744,-0.47183276
Place bolt 4,Place,0.39127636,-0.32643351
Place bolt 4,Place,0.55594983,-0.13431099
Place bolt 4,Place,0.59800321,0.28442002
Place bolt 4,Place,0.44202319,-0.37217101
Place bolt 4,Place,0.50755389,0.10805005
Place bolt 4,Place,0.53278222,0.11361649
Place bolt 4,Place,0.45661511,0.0409728
Place bolt 4,Place,0.55982914,0.10894558
Place bolt 4,Place,0.42540233,0.46877782
Place bolt 4,Place,0.48070829,0.27509858
Place bolt 4,Place,0.59882878,0.31559374
Place bolt 4,Place,0.44669903,-0.28086798
Place bolt 4,Place,0.44455809,0.41208668
Place bolt 4,Place,0.49958058,0.26917426
Place bolt 4,Place,0.56067605,0.10051426
Place bolt 4,Place,0.59598098,0.30189668
Place bolt 4,Place,0.53349942,-0.10047549
Place bolt 4,Place,0.4915371,0.55835763
Place bolt 4,Place,0.44393582,-0.21604468
Place bolt 4,Place,0.60165762,-0.01009588
Place bolt 4,Place,0.54582751,0.18707306
Place bolt 4,Place,0.36109357,-0.42404784
Place bolt 4,Place,0.31291927,-0.39795533
Place D-SUB,Place,0.60702227,-0.29043612
Place D-SUB,Place,0.51545833,0.34242593
Place D-SUB,Place,0.54271749,0.28308528
Place D-SUB,Place,0.58056232,0.01610125
Place D-SUB,Place,0.55116307,-0.04138442
Place D-SUB,Place,0.55186353,0.24083542
Place D-SUB,Place,0.61154747,0.07158949
Place D-SUB,Place,0.59402776,0.06878516
Place D-SUB,Place,0.52783647,-0.04823242
Place D-SUB,Place,0.54732991,-0.20474768
Place D-SUB,Place,0.60512405,-0.08168685
Place D-SUB,Place,0.58686859,-0.08583744
Place D-SUB,Place,0.58910583,-0.12040475
Place D-SUB,Place,0.58317333,-0.33661071
Place D-SUB,Place,0.46353137,0.08854756
Place D-SUB,Place,0.6025214,-0.11800227
Place D-SUB,Place,0.57821426,-0.08234607
Place D-SUB,Place,0.6246706,-0.08614886
Place D-SUB,Place,0.52045681,-0.16315943
Place D-SUB,Place,0.6159038,0.04704056
Place D-SUB,Place,0.68118499,0.0515919
Place D-SUB,Place,0.61402572,0.30555587
Place D-SUB,Place,0.56418523,0.06591754
Place D-SUB,Place,0.52156389,0.14155178
Place D-SUB,Place,0.50003317,0.25252854
Place D-SUB,Place,0.53204559,0.04729716
Place D-SUB,Place,0.45005292,0.39204392
Place D-SUB,Place,0.49241399,0.3729919
Place D-SUB,Place,0.53476293,-0.01424547
Place D-SUB,Place,0.50385113,-0.21184652
Place D-SUB,Place,0.57586172,-0.17464952
Place D-SUB,Place,0.53714421,-0.30055268
Place D-SUB,Place,0.65592832,0.21636611
Place D-SUB,Place,0.63883903,0.1996285
Place D-SUB,Place,0.55147542,-0.37193427
Place D-SUB,Place,0.51134231,0.06737738
Place D-SUB,Place,0.65521109,0.17460955
Place D-SUB,Place,0.46440543,0.50298164
Place D-SUB,Place,0.48190834,0.47087414
Place D-SUB,Place,0.48317891,0.50736018
Place D-SUB,Place,0.57765105,-0.21110686
Place D-SUB,Place,0.54924949,-0.20571833
Place D-SUB,Place,0.51255511,-0.45309173
Place D-SUB,Place,0.54341958,-0.30588115
Place D-SUB,Place,0.60991908,-0.20562827
Place D-SUB,Place,0.53424086,-0.30016316
Place D-SUB,Place,0.53794135,0.49686926
Place D-SUB,Place,0.39801494,0.38974275
Place D-SUB,Place,0.57625262,0.37742183
Place D-SUB,Place,0.53004118,0.23800322
Place D-SUB,Place,0.64898411,-0.4514702
Place D-SUB,Place,0.63308689,-0.40573956
Place D-SUB,Place,0.47957125,0.28553612
Place D-SUB,Place,0.46027242,0.46318657
Place D-SUB,Place,0.45484785,0.24994048
Place D-SUB,Place,0.47709438,0.11079826
Place D-SUB,Place,0.523811,0.14499138
Place D-SUB,Place,0.58705085,0.18742712
Place D-SUB,Place,0.53027406,0.34636318
Place D-SUB,Place,0.48617178,-0.18531027
Place D-SUB,Place,0.55586074,-0.02020568
Place D-SUB,Place,0.63063982,0.17182839
Place D-SUB,Place,0.58227778,-0.14844039
Place D-SUB,Place,0.49817281,0.24711441
Place D-SUB,Place,0.48478122,0.45148283
Place D-SUB,Place,0.4857183,0.38756592
Place D-SUB,Place,0.51310748,0.40876881
Place D-SUB,Place,0.56414306,0.25680947
Place D-SUB,Place,0.60925372,-0.4427793
Place D-SUB,Place,0.52290614,-0.11637753
Place D-SUB,Place,0.63720026,-0.20387724
Place D-SUB,Place,0.50084788,-0.29457434
Place D-SUB,Place,0.51592396,-0.29658757
Place D-SUB,Place,0.39511469,0.38911482
Place D-SUB,Place,0.41952496,0.24523705
Place D-SUB,Place,0.58792842,0.13208446
Place D-SUB,Place,0.62402586,0.18356352
Place D-SUB,Place,0.63597391,0.16647143
Place D-SUB,Place,0.56293325,0.16812767
Place Ethernet,Place,0.51381443,-0.30841914
Place Ethernet,Place,0.44991862,0.25546299
Place Ethernet,Place,0.65110999,0.33507117
Place Ethernet,Place,0.64589449,-0.05341517
Place Ethernet,Place,0.52826896,0.00754943
Place Ethernet,Place,0.52076247,0.07380138
Place Ethernet,Place,0.48288402,0.18983756
Place Ethernet,Place,0.57628696,0.1708345
Place Ethernet,Place,0.61546861,-0.16072012
Place Ethernet,Place,0.46648589,-0.23938515
Place Ethernet,Place,0.68160758,-0.09159919
Place Ethernet,Place,0.4581659,-0.29764511
Place Ethernet,Place,0.52186973,-0.29955586
Place Ethernet,Place,0.40172023,-0.36764386
Place Ethernet,Place,0.37197876,-0.37146093
Place Ethernet,Place,0.60780303,-0.2107277
Place Ethernet,Place,0.57603192,-0.15200637
Place Ethernet,Place,0.58511416,0.10578468
Place Ethernet,Place,0.48344877,0.28327557
Place Ethernet,Place,0.53040029,-0.4606671
Place Ethernet,Place,0.474539,0.34249506
Place Ethernet,Place,0.55226813,0.21968371
Place Ethernet,Place,0.51804552,0.30148233
Place Ethernet,Place,0.44769822,-0.29239311
Place Ethernet,Place,0.40794624,0.4072487
Place Ethernet,Place,0.62592239,0.27742938
Place Ethernet,Place,0.46626563,-0.12275298
Place Ethernet,Place,0.4526361,0.18026862
Place Ethernet,Place,0.44767552,-0.18149584
Place Ethernet,Place,0.60336874,0.08483464
Place Ethernet,Place,0.50655085,-0.1854528
Place Ethernet,Place,0.57746093,0.16633335
Place Ethernet,Place,0.574377,0.12810628
Place Ethernet,Place,0.46617769,-0.42401688
Place Ethernet,Place,0.6519164,-0.44093825
Place Ethernet,Place,0.44344042,0.24184252
Place Ethernet,Place,0.4951163,-0.5333091
Place Ethernet,Place,0.61542942,-0.2392244
Place Ethernet,Place,0.46619211,-0.24666312
Place Ethernet,Place,0.55121932,0.13511932
Place Ethernet,Place,0.52360652,0.164093
Place Ethernet,Place,0.56004531,-0.43271066
Place Ethernet,Place,0.50654501,0.13479247
Place Ethernet,Place,0.62205364,-0.40131906
Place Ethernet,Place,0.6840904,-0.04372917
Place Ethernet,Place,0.52979031,-0.16386038
Place Ethernet,Place,0.46751381,0.44176495
Place Ethernet,Place,0.596982,-0.4830855
Place Ethernet,Place,0.41165911,-0.33305918
Place Ethernet,Place,0.44483674,0.37336223
Place Ethernet,Place,0.51766005,0.52031461
Place Ethernet,Place,0.42079797,0.19515085
Place Ethernet,Place,0.60231646,0.34226635
Place Ethernet,Place,0.42998067,0.29770471
Place Ethernet,Place,0.62017686,0.01931925
Place Ethernet,Place,0.54951997,-0.20550992
Place Ethernet,Place,0.30845262,-0.45987261
Place Ethernet,Place,0.50172686,0.31257844
Place Ethernet,Place,0.52618538,0.38124535
Place Ethernet,Place,0.65469094,0.30184648
Place Ethernet,Place,0.58342452,-0.35080953
Place Ethernet,Place,0.56444488,0.15217412
Place Ethernet,Place,0.62757511,0.47900002
Place Ethernet,Place,0.35709964,0.39928372
Place Ethernet,Place,0.64590238,0.02995792
Place Ethernet,Place,0.65365017,-0.00666016
Place Ethernet,Place,0.54639592,0.26578352
Place Ethernet,Place,0.50132758,0.1478949
Place large gear,Place,0.53676762,0.3053454
Place large gear,Place,0.69258416,-0.25826489
Place large gear,Place,0.44557133,0.36700063
Place large gear,Place,0.57623721,0.02928907
Place large gear,Place,0.54922274,0.24550953
Place large gear,Place,0.64322179,0.2051752
Place large gear,Place,0.47382198,0.05812358
Place large gear,Place,0.52259784,-0.31305957
Place large gear,Place,0.51540881,-0.01800854
Place large gear,Place,0.67710569,-0.06954765
Place large gear,Place,0.45262692,-0.24099347
Place large gear,Place,0.56018044,0.30270332
Place large gear,Place,0.68457857,0.10601365
Place large gear,Place,0.63094663,-0.35023076
Place large gear,Place,0.63991048,-0.33007569
Place large gear,Place,0.66779545,0.09512667
Place large gear,Place,0.53016188,0.14268185
Place large gear,Place,0.40667327,0.23319305
Place large gear,Place,0.5013552,-0.55601058
Place large gear,Place,0.39714402,0.02602825
Place large gear,Place,0.40993175,0.32914088
Place large gear,Place,0.37070358,-0.23409752
Place large gear,Place,0.5847981,-0.587602
Place large gear,Place,0.60174631,-0.50585518
Place large gear,Place,0.55880483,0.1478959
Place large gear,Place,0.66516227,-0.03091106
Place large gear,Place,0.68736633,0.23619936
Place large gear,Place,0.4003744,0.08191622
Place large gear,Place,0.55476823,0.08162515
Place large gear,Place,0.32128204,0.35323857
Place large gear,Place,0.51703401,0.51547242
Place large gear,Place,0.64838019,0.30397223
Place large gear,Place,0.45790088,-0.2892503
Place large gear,Place,0.66614766,-0.22237183
Place large gear,Place,0.42862427,0.07700848
Place large gear,Place,0.49095852,-0.25004315
Place large gear,Place,0.57683364,-0.12591586
Place large gear,Place,0.52852584,-0.13105305
Place large gear,Place,0.53630515,0.25831455
Place large gear,Place,0.68876956,0.21741886
Place large gear,Place,0.53755076,-0.45308632
Place large gear,Place,0.50203278,-0.14281253
Place large gear,Place,0.53359974,-0.3791534
Place large gear,Place,0.44533717,0.2555936
Place large gear,Place,0.47311831,0.40741464
Place large gear,Place,0.49726979,-0.15085013
Place large gear,Place,0.57103511,0.2243137
Place large gear,Place,0.63373606,-0.21690141
Place large gear,Place,0.66461768,-0.37137074
Place large gear,Place,0.63260678,-0.48236642
Place large gear,Place,0.38367301,0.38232091
Place large gear,Place,0.47346125,-0.18305563
Place large gear,Place,0.44809674,0.23797854
Place large gear,Place,0.42410149,0.10266808
Place large gear,Place,0.43357371,0.00749829
Place large gear,Place,0.54425931,-0.15444693
Place large gear,Place,0.42687462,-0.04265048
Place large gear,Place,0.43616081,-0.51289563
Place medium gear,Place,0.67235882,0.2654648
Place medium gear,Place,0.60303439,-0.25437785
Place medium gear,Place,0.42159925,-0.24113161
Place medium gear,Place,0.50570988,-0.00523036
Place medium gear,Place,0.49163447,-0.04233204
Place medium gear,Place,0.59386884,0.22374615
Place medium gear,Place,0.55988456,0.04622278
Place medium gear,Place,0.45494762,-0.00552234
Place medium gear,Place,0.58551633,-0.04504283
Place medium gear,Place,0.6626156,-0.27669752
Place medium gear,Place,0.47178306,-0.07663921
Place medium gear,Place,0.74429387,0.18943692
Place medium gear,Place,0.64334521,0.21954726
Place medium gear,Place,0.63848318,-0.26781785
Place medium gear,Place,0.53538069,0.45056531
Place medium gear,Place,0.54902883,0.08553635
Place medium gear,Place,0.58185439,0.2226674
Place medium gear,Place,0.32620125,0.27184237
Place medium gear,Place,0.36842257,-0.47727278
Place medium gear,Place,0.4644173,0.16384726
Place medium gear,Place,0.55019384,-0.24848116
Place medium gear,Place,0.45789407,-0.29597222
Place medium gear,Place,0.42629256,0.3528868
Place medium gear,Place,0.50612044,0.21801159
Place medium gear,Place,0.6055254,-0.49145358
Place medium gear,Place,0.62192872,0.12648136
Place medium gear,Place,0.70491642,0.35422463
Place medium gear,Place,0.58332748,-0.34476319
Place medium gear,Place,0.47459192,0.08695329
Place medium gear,Place,0.70623283,0.18069262
Place medium gear,Place,0.41591462,0.49073262
Place medium gear,Place,0.61497088,-0.2642684
Place medium gear,Place,0.42525798,-0.45449249
Place medium gear,Place,0.61910732,0.36558166
Place medium gear,Place,0.58518138,0.27645317
Place medium gear,Place,0.52099261,-0.14779502
Place medium gear,Place,0.43808212,-0.00919847
Place medium gear,Place,0.55464529,-0.33894724
Place medium gear,Place,0.50135671,-0.1669291
Place medium gear,Place,0.49797769,-0.19009566
Place medium gear,Place,0.5661466,0.26575128
Place medium gear,Place,0.65955138,0.17611158
Place medium gear,Place,0.50314179,-0.31567749
Place medium gear,Place,0.53018766,-0.23778458
Place medium gear,Place,0.56258763,-0.38321628
Place medium gear,Place,0.44490235,0.09670087
Place medium gear,Place,0.43849635,-0.25537403
Place medium gear,Place,0.51345687,0.17705443
Place medium gear,Place,0.47291516,0.04571521
Place medium gear,Place,0.48680191,0.48154395
Place medium gear,Place,0.33971467,-0.54937856
Place medium gear,Place,0.41399279,0.39786936
Place medium gear,Place,0.39693544,-0.14220183
Place medium gear,Place,0.43558511,0.32529925
Place medium gear,Place,0.55228371,0.1113624
Place medium gear,Place,0.43851116,-0.06787445
Place medium gear,Place,0.47016423,-0.15422053
Place medium gear,Place,0.44784183,0.06721372
Place medium gear,Place,0.35701997,-0.4833134
Place round peg 1,Place,0.580084,0.28797498
Place round peg 1,Place,0.63774676,-0.24356727
Place round peg 1,Place,0.55345777,-0.0210831
Place round peg 1,Place,0.55392101,0.20264178
Place round peg 1,Place,0.58759969,0.15622356
Place round peg 1,Place,0.55084696,-0.1523372
Place round peg 1,Place,0.55708582,-0.12279678
Place round peg 1,Place,0.52821412,-0.22467048
Place round peg 1,Place,0.58537902,-0.15583376
Place round peg 1,Place,0.49810557,-0.32027952
Place round peg 1,Place,0.55119837,-0.31341831
Place round peg 1,Place,0.4662169,0.25431325
Place round peg 1,Place,0.62454087,-0.19098866
Place round peg 1,Place,0.5552884,-0.09663793
Place round peg 1,Place,0.47124138,0.13290617
Place round peg 1,Place,0.46766203,-0.44217286
Place round peg 1,Place,0.47349616,0.31895576
Place round peg 1,Place,0.62377189,0.12050228
Place round peg 1,Place,0.46395004,0.29192067
Place round peg 1,Place,0.5593202,0.42342542
Place round peg 1,Place,0.5041287,0.29238571
Place round peg 1,Place,0.45400779,0.0283077
Place round peg 1,Place,0.51902012,-0.02909356
Place round peg 1,Place,0.49562583,-0.23696304
Place round peg 1,Place,0.61173236,0.12686213
Place round peg 1,Place,0.45828514,-0.34406331
Place round peg 1,Place,0.52237115,-0.45284884
Place round peg 1,Place,0.48450749,0.17868098
Place round peg 1,Place,0.56783817,-0.1614428
Place round peg 1,Place,0.48596137,-0.24798753
Place round peg 1,Place,0.63190663,0.11247031
Place round peg 1,Place,0.56786241,-0.26367753
Place round peg 1,Place,0.48578919,-0.07559726
Place round peg 1,Place,0.56949798,-0.36247244
Place round peg 1,Place,0.58711672,-0.00790904
Place round peg 1,Place,0.4693323,0.46653854
Place round peg 1,Place,0.55778239,0.46677725
Place round peg 1,Place,0.55010864,0.26121112
Place round peg 1,Place,0.45849243,0.27733357
Place round peg 1,Place,0.40814475,0.33548762
Place round peg 1,Place,0.48611929,0.48911069
Place round peg 1,Place,0.46040247,0.27630666
Place round peg 1,Place,0.4930054,0.13851083
Place round peg 1,Place,0.51072503,0.38241379
Place round peg 1,Place,0.58820643,0.06480339
Place round peg 1,Place,0.59534471,0.03092715
Place round peg 1,Place,0.55477446,-0.26709395
Place round peg 1,Place,0.51486223,0.0819602
Place round peg 1,Place,0.52655109,0.41772121
Place round peg 1,Place,0.58257345,0.33375422
Place round peg 1,Place,0.59490921,0.18928387
Place round peg 1,Place,0.56033243,-0.45285877
Place round peg 1,Place,0.60635957,-0.13508008
Place round peg 1,Place,0.46430879,0.40611293
Place round peg 1,Place,0.52175791,0.26269803
Place round peg 1,Place,0.54418936,0.11568215
Place round peg 2,Place,0.49886617,0.29777121
Place round peg 2,Place,0.63646596,0.26053027
Place round peg 2,Place,0.56934592,0.31864672
Place round peg 2,Place,0.53721635,0.07267137
Place round peg 2,Place,0.57573305,0.0022861
Place round peg 2,Place,0.49169924,0.09782872
Place round peg 2,Place,0.52191229,0.27749232
Place round peg 2,Place,0.56811714,-0.14844717
Place round peg 2,Place,0.56044848,-0.11103321
Place round peg 2,Place,0.56201256,-0.1209493
Place round peg 2,Place,0.47891323,-0.31201027
Place round peg 2,Place,0.44615739,-0.18565592
Place round peg 2,Place,0.42515262,0.27192741
Place round peg 2,Place,0.57595625,-0.17894752
Place round peg 2,Place,0.65005328,-0.14424525
Place round peg 2,Place,0.4492054,0.21486477
Place round peg 2,Place,0.41454514,-0.39619444
Place round peg 2,Place,0.59141806,0.24391655
Place round peg 2,Place,0.63854202,0.10930505
Place round peg 2,Place,0.52653249,-0.55046839
Place round peg 2,Place,0.61807534,-0.3330533
Place round peg 2,Place,0.49729229,-0.39540326
Place round peg 2,Place,0.62692567,-0.1996885
Place round peg 2,Place,0.55354735,-0.17716794
Place round peg 2,Place,0.56329906,0.0392282
Place round peg 2,Place,0.55926371,0.11527333
Place round peg 2,Place,0.52965628,0.09308888
Place round peg 2,Place,0.43062433,0.18868015
Place round peg 2,Place,0.50396575,-0.47176584
Place round peg 2,Place,0.46639008,0.0066749
Place round peg 2,Place,0.61922942,-0.09536181
Place round peg 2,Place,0.44616691,0.505105
Place round peg 2,Place,0.63546703,0.0804046
Place round peg 2,Place,0.53302917,-0.2157642
Place round peg 2,Place,0.50363125,-0.04925332
Place round peg 2,Place,0.57512045,0.01273452
Place round peg 2,Place,0.521776,-0.08587178
Place round peg 2,Place,0.56280174,-0.02548653
Place round peg 2,Place,0.56695543,0.4073172
Place round peg 2,Place,0.62884334,0.42084744
Place round peg 2,Place,0.3547444,-0.41851277
Place round peg 2,Place,0.44027715,0.28098599
Place round peg 2,Place,0.5726741,0.33010087
Place round peg 2,Place,0.63039951,-0.16007105
Place round peg 2,Place,0.54935486,0.2855155
Place round peg 2,Place,0.53333138,-0.5024023
Place round peg 2,Place,0.54465995,0.39762881
Place round peg 2,Place,0.63358438,-0.00633213
Place round peg 2,Place,0.54551902,0.16791903
Place round peg 2,Place,0.51302108,-0.27986277
Place round peg 2,Place,0.5307567,0.06609646
Place round peg 2,Place,0.59053733,-0.29315294
Place round peg 2,Place,0.59549692,-0.29894638
Place round peg 2,Place,0.52423335,0.27068728
Place round peg 2,Place,0.52821964,-0.42518722
Place round peg 2,Place,0.57070227,-0.07964653
Place round peg 2,Place,0.52581844,0.40528516
Place round peg 2,Place,0.58080754,0.32882059
Place round peg 2,Place,0.60426559,0.11184507
Place round peg 3,Place,0.58892822,0.27959275
Place round peg 3,Place,0.61395524,-0.30787252
Place round peg 3,Place,0.55633479,-0.28392998
Place round peg 3,Place,0.54280818,-0.03297334
Place round peg 3,Place,0.57899461,0.04419591
Place round peg 3,Place,0.52689946,0.15757626
Place round peg 3,Place,0.53051527,0.20916884
Place round peg 3,Place,0.47017073,-0.21127464
Place round peg 3,Place,0.64924064,-0.29779841
Place round peg 3,Place,0.57791177,-0.09751847
Place round peg 3,Place,0.45997862,-0.21361118
Place round peg 3,Place,0.47073845,-0.11624856
Place round peg 3,Place,0.48408771,0.3244752
Place round peg 3,Place,0.45135406,0.4398768
Place round peg 3,Place,0.6199838,-0.45782966
Place round peg 3,Place,0.69708631,-0.14925299
Place round peg 3,Place,0.68798354,-0.06206964
Place round peg 3,Place,0.40756882,0.41755265
Place round peg 3,Place,0.72023583,0.01029417
Place round peg 3,Place,0.54137636,0.08652683
Place round peg 3,Place,0.66288256,-0.24458889
Place round peg 3,Place,0.40378809,0.37722336
Place round peg 3,Place,0.50452647,-0.44450822
Place round peg 3,Place,0.50404523,0.2317159
Place round peg 3,Place,0.52707191,-0.18196062
Place round peg 3,Place,0.43924241,-0.25637291
Place round peg 3,Place,0.62843047,-0.08904762
Place round peg 3,Place,0.58503139,-0.1867065
Place round peg 3,Place,0.61197251,-0.43507533
Place round peg 3,Place,0.64192516,-0.41477066
Place round peg 3,Place,0.62804937,-0.03972123
Place round peg 3,Place,0.5769383,0.0122667
Place round peg 3,Place,0.59533726,0.268288
Place round peg 3,Place,0.55670568,0.20670017
Place round peg 3,Place,0.44184226,-0.03906372
Place round peg 3,Place,0.53671638,0.11909618
Place round peg 3,Place,0.35727746,-0.08342814
Place round peg 3,Place,0.53904153,0.39354676
Place round peg 3,Place,0.64301505,-0.51533065
Place round peg 3,Place,0.50909311,0.39103069
Place round peg 3,Place,0.63767591,-0.1595424
Place round peg 3,Place,0.59972869,-0.43624437
Place round peg 3,Place,0.48739637,0.13791719
Place round peg 3,Place,0.33710389,0.53804938
Place round peg 3,Place,0.61308743,-0.12816941
Place round peg 3,Place,0.60643976,-0.13489932
Place round peg 3,Place,0.6374032,0.06738081
Place round peg 3,Place,0.61542708,0.2170786
Place round peg 3,Place,0.71322781,-0.22629483
Place round peg 3,Place,0.6375084,-0.11266521
Place round peg 3,Place,0.64786411,-0.28944286
Place round peg 3,Place,0.52234963,0.12283297
Place round peg 3,Place,0.54286476,0.43960616
Place round peg 3,Place,0.65379281,-0.18343694
Place round peg 3,Place,0.5805844,-0.14762968
Place round peg 3,Place,0.47968816,0.40856661
Place round peg 3,Place,0.70156255,-0.08859745
Place round peg 3,Place,0.5155182,-0.21256168
Place round peg 3,Place,0.52945543,-0.15109412
Place round peg 3,Place,0.53074146,-0.32462155
Place round peg 3,Place,0.40564933,0.20835623
Place round peg 3,Place,0.53770422,-0.03374342
Place round peg 3,Place,0.6667192,-0.12540876
Place round peg 3,Place,0.44713998,0.206311
Place round peg 3,Place,0.47384898,0.24492886
Place round peg 4,Place,0.63588282,-0.25947956
Place round peg 4,Place,0.52052576,-0.25349147
Place round peg 4,Place,0.55478336,-0.22983038
Place round peg 4,Place,0.53139052,-0.02590947
Place round peg 4,Place,0.53233104,0.19701977
Place round peg 4,Place,0.60863332,0.13871068
Place round peg 4,Place,0.55126132,0.23463911
Place round peg 4,Place,0.46860202,-0.27626846
Place round peg 4,Place,0.4794171,-0.08320318
Place round peg 4,Place,0.47026051,-0.24564867
Place round peg 4,Place,0.60344042,-0.0359679
Place round peg 4,Place,0.67033833,-0.22108791
Place round peg 4,Place,0.51847221,0.34715834
Place round peg 4,Place,0.56140715,-0.18657168
Place round peg 4,Place,0.62744378,-0.07300958
Place round peg 4,Place,0.73050971,0.00290842
Place round peg 4,Place,0.61231449,0.26020875
Place round peg 4,Place,0.38509326,-0.39584162
Place round peg 4,Place,0.5241181,0.37927698
Place round peg 4,Place,0.50440639,0.48601051
Place round peg 4,Place,0.70139827,0.21723518
Place round peg 4,Place,0.44805944,0.03501863
Place round peg 4,Place,0.54416058,0.01913003
Place round peg 4,Place,0.62405349,-0.30644742
Place round peg 4,Place,0.55078292,0.1238021
Place round peg 4,Place,0.64209031,0.29496462
Place round peg 4,Place,0.6564776,-0.3046569
Place round peg 4,Place,0.57316311,0.28327681
Place round peg 4,Place,0.63706801,-0.4755264
Place round peg 4,Place,0.50345784,0.49428811
Place round peg 4,Place,0.56794163,-0.1306553
Place round peg 4,Place,0.60555292,-0.51629864
Place round peg 4,Place,0.64545868,0.28042124
Place round peg 4,Place,0.55608438,-0.20088432
Place round peg 4,Place,0.57892819,-0.30491786
Place round peg 4,Place,0.67290659,-0.07765425
Place round peg 4,Place,0.52164457,-0.13171717
Place round peg 4,Place,0.39480869,0.39452274
Place round peg 4,Place,0.69317557,0.06097701
Place round peg 4,Place,0.55146256,-0.44552161
Place round peg 4,Place,0.50352728,0.37280446
Place round peg 4,Place,0.4621649,-0.41579279
Place round peg 4,Place,0.52764307,0.09508258
Place round peg 4,Place,0.51113799,-0.13654457
Place round peg 4,Place,0.68212141,0.0226948
Place round peg 4,Place,0.64617945,-0.06047126
Place round peg 4,Place,0.58410182,0.22917996
Place round peg 4,Place,0.5199282,0.43855509
Place round peg 4,Place,0.50115552,-0.1537241
Place round peg 4,Place,0.49619555,-0.32201505
Place round peg 4,Place,0.56888329,0.26939011
Place round peg 4,Place,0.45026616,0.56370979
Place round peg 4,Place,0.59020867,-0.28441597
Place round peg 4,Place,0.55718422,-0.07153725
Place round peg 4,Place,0.4158211,-0.22832514
Place round peg 4,Place,0.51815084,0.34913127
Place small gear,Place,0.65210299,-0.27594948
Place small gear,Place,0.58286381,-0.27700505
Place small gear,Place,0.55162784,-0.25145219
Place small gear,Place,0.43199966,0.28793788
Place small gear,Place,0.54135102,0.21455544
Place small gear,Place,0.51583187,0.07157426
Place small gear,Place,0.61328923,0.0731809
Place small gear,Place,0.59399794,0.07734961
Place small gear,Place,0.60449127,-0.15467198
Place small gear,Place,0.54166279,-0.03180966
